X,Y
0.0000,9.6510
0.0314,9.5938
0.0628,9.7188
0.0942,9.9479
0.1256,10.1198
0.1570,9.9948
0.1884,9.8906
0.2198,9.8281
0.2512,9.5625
0.2826,9.2917
0.3140,9.1875
0.3453,9.2812
0.3767,9.6875
0.4081,9.8333
0.4395,9.8750
0.4709,9.8594
0.5023,9.8854
0.5337,9.8854
0.5651,9.7917
0.5965,9.7448
0.6279,9.4583
0.6593,9.2865
0.6907,9.3750
0.7221,9.6094
0.7535,9.4479
0.7849,9.6615
0.8163,9.9115
0.8477,10.1615
0.8791,10.2083
0.9105,10.1719
0.9419,10.4792
0.9732,10.9948
1.0046,12.3490
1.0360,14.0469
1.0674,14.3021
1.0988,13.5000
1.1302,13.3750
1.1616,13.2604
1.1930,12.5521
1.2244,12.4479
1.2558,12.5156
1.2872,12.9583
1.3186,13.2188
1.3500,12.9583
1.3814,12.9740
1.4128,13.4688
1.4442,13.5312
1.4756,13.0104
1.5070,12.7344
1.5384,13.5938
1.5698,13.7500
1.6011,13.3490
1.6325,13.1198
1.6639,13.1562
1.6953,13.4740
1.7267,14.1146
1.7581,14.5573
1.7895,14.0156
1.8209,13.6510
1.8523,13.2135
1.8837,12.9062
1.9151,12.9740
1.9465,13.4062
1.9779,13.5469
2.0093,13.6146
2.0407,13.7031
2.0721,13.6198
2.1035,13.5469
2.1349,13.5260
2.1663,13.3333
2.1977,13.1198
2.2290,13.2500
2.2604,13.5625
2.2918,14.2135
2.3232,15.0312
2.3546,15.2083
2.3860,14.8646
2.4174,14.7656
2.4488,15.2240
2.4802,15.9167
2.5116,16.3958
2.5430,16.3281
2.5744,16.6719
2.6058,16.5990
2.6372,15.6927
2.6686,14.5208
2.7000,13.8646
2.7314,13.3281
2.7628,13.7031
2.7942,13.7344
2.8256,14.1198
2.8569,14.5052
2.8883,14.5885
2.9197,14.5729
2.9511,14.5573
2.9825,14.5365
3.0139,14.4010
3.0453,14.6354
3.0767,14.7292
3.1081,14.6302
3.1395,14.7552
3.1709,14.8542
3.2023,14.6250
3.2337,13.9375
3.2651,13.7135
3.2965,13.5000
3.3279,13.4948
3.3593,13.6615
3.3907,13.7083
3.4221,13.7969
3.4535,14.8698
3.4849,16.2552
3.5162,16.3229
3.5476,15.8177
3.5790,15.3125
3.6104,15.1510
3.6418,15.0469
3.6732,14.8281
3.7046,14.8177
3.7360,14.7135
3.7674,15.1667
3.7988,14.9167
3.8302,15.3906
3.8616,16.0938
3.8930,16.5781
3.9244,16.5885
3.9558,16.3906
3.9872,15.9948
4.0186,15.3073
4.0500,15.3385
4.0814,15.9896
4.1128,16.7396
4.1441,17.1458
4.1755,17.0156
4.2069,16.4896
4.2383,15.8229
4.2697,15.1354
4.3011,14.9583
4.3325,15.6510
4.3639,16.3177
4.3953,16.9427
4.4267,17.3802
4.4581,16.6146
4.4895,15.6198
4.5209,15.7760
4.5523,15.8854
4.5837,16.5833
4.6151,17.1510
4.6465,17.3958
4.6779,18.1771
4.7093,18.9375
4.7407,18.6927
4.7720,18.8385
4.8034,18.8802
4.8348,18.5625
4.8662,17.8958
4.8976,17.7552
4.9290,18.0417
4.9604,17.9792
4.9918,17.4531
5.0232,17.1510
5.0546,17.0417
5.0860,17.3385
5.1174,17.8021
5.1488,18.7917
5.1802,19.5104
5.2116,20.1719
5.2430,20.5260
5.2744,20.6979
5.3058,20.1979
5.3372,19.3646
5.3686,18.2083
5.3999,17.3802
5.4313,16.8177
5.4627,16.5469
5.4941,16.3125
5.5255,16.8229
5.5569,16.6146
5.5883,17.9062
5.6197,18.8125
5.6511,19.8177
5.6825,21.1823
5.7139,21.8438
5.7453,21.8073
5.7767,21.0573
5.8081,20.2240
5.8395,20.5312
5.8709,20.3125
5.9023,20.4219
5.9337,22.5573
5.9651,25.3021
5.9965,26.7812
6.0278,27.5208
6.0592,26.2500
6.0906,24.0104
6.1220,22.4375
6.1534,22.6615
6.1848,22.9167
6.2162,23.0260
6.2476,23.2083
6.2790,23.0104
6.3104,23.7969
6.3418,24.4635
6.3732,24.0885
6.4046,23.5938
6.4360,22.4531
6.4674,21.1198
6.4988,20.7812
6.5302,21.7604
6.5616,22.4167
6.5930,24.3490
6.6244,26.4219
6.6557,27.0781
6.6871,27.2135
6.7185,27.2708
6.7499,26.2031
6.7813,24.6146
6.8127,24.3594
6.8441,25.1042
6.8755,24.8906
6.9069,24.9479
6.9383,25.5208
6.9697,25.5469
7.0011,25.9062
7.0325,25.6719
7.0639,25.8594
7.0953,26.4635
7.1267,26.8594
7.1581,26.2448
7.1895,25.0469
7.2209,23.7812
7.2523,22.4531
7.2837,21.9375
7.3150,21.3281
7.3464,20.7135
7.3778,20.6875
7.4092,21.2396
7.4406,21.0260
7.4720,20.9531
7.5034,21.1719
7.5348,19.5729
7.5662,18.8646
7.5976,18.5521
7.6290,18.5417
7.6604,19.2500
7.6918,19.6198
7.7232,20.8229
7.7546,23.2969
7.7860,25.8594
7.8174,27.4115
7.8488,27.3490
7.8802,25.8802
7.9116,22.8229
7.9429,20.1146
7.9743,21.0365
8.0057,22.8698
8.0371,24.0729
8.0685,25.8073
8.0999,26.8385
8.1313,26.4062
8.1627,25.5677
8.1941,23.4427
8.2255,21.7552
8.2569,22.5677
8.2883,25.1146
8.3197,27.4896
8.3511,28.1562
8.3825,26.4740
8.4139,24.2292
8.4453,21.6562
8.4767,20.8646
8.5081,21.3542
8.5395,22.1354
8.5708,22.5208
8.6022,22.7031
8.6336,22.5938
8.6650,22.6771
8.6964,22.6302
8.7278,22.8125
8.7592,23.2135
8.7906,23.4427
8.8220,23.8229
8.8534,23.8490
8.8848,23.6146
8.9162,24.6927
8.9476,25.5521
8.9790,25.2760
9.0104,24.3125
9.0418,24.1406
9.0732,23.7917
9.1046,22.4167
9.1360,20.1562
9.1674,19.1406
9.1987,19.8646
9.2301,20.8125
9.2615,20.6094
9.2929,20.8646
9.3243,20.9271
9.3557,21.1667
9.3871,21.0729
9.4185,20.8646
9.4499,20.8750
9.4813,21.2031
9.5127,21.0990
9.5441,21.0469
9.5755,20.7656
9.6069,20.2604
9.6383,19.7604
9.6697,19.5573
9.7011,18.9167
9.7325,18.4427
9.7639,18.1667
9.7953,17.7604
9.8266,18.1875
9.8580,19.3802
9.8894,19.9323
9.9208,20.0729
9.9522,19.5156
9.9836,19.1667
10.0150,19.6406
10.0464,19.8125
10.0778,19.7344
10.1092,19.3125
10.1406,19.4167
10.1720,19.7865
10.2034,19.0365
10.2348,18.8750
10.2662,19.8333
10.2976,20.0469
10.3290,20.5365
10.3604,20.7917
10.3918,20.5573
10.4232,20.3542
10.4546,19.8021
10.4859,18.6094
10.5173,17.4583
10.5487,17.2760
10.5801,17.4740
10.6115,18.0573
10.6429,18.6094
10.6743,18.6719
10.7057,18.2135
10.7371,17.9688
10.7685,17.8281
10.7999,16.8073
10.8313,16.3333
10.8627,16.7500
10.8941,17.9896
10.9255,18.8229
10.9569,18.9427
10.9883,18.4010
11.0197,17.8438
11.0511,17.8229
11.0825,17.5208
11.1138,17.7917
11.1452,18.1719
11.1766,17.9479
11.2080,17.9688
11.2394,18.3594
11.2708,18.7031
11.3022,18.6406
11.3336,18.2760
11.3650,18.3958
11.3964,18.8385
11.4278,18.8906
11.4592,18.5000
11.4906,18.3542
11.5220,18.3021
11.5534,18.2708
11.5848,18.6510
11.6162,18.6771
11.6476,18.8698
11.6790,19.6094
11.7104,19.7240
11.7417,19.8958
11.7731,20.4531
11.8045,20.5052
11.8359,19.7083
11.8673,19.3750
11.8987,19.3906
11.9301,19.2031
11.9615,18.8229
11.9929,18.3646
12.0243,17.8594
12.0557,18.1927
12.0871,19.2396
12.1185,19.7240
12.1499,19.2969
12.1813,19.2604
12.2127,19.4375
12.2441,19.1719
12.2755,18.5677
12.3069,18.8542
12.3383,19.8646
12.3696,21.2396
12.4010,21.8438
12.4324,22.2708
12.4638,22.6927
12.4952,22.7969
12.5266,21.9635
12.5580,21.4427
12.5894,21.1719
12.6208,20.7135
12.6522,20.7812
12.6836,21.4531
12.7150,21.2917
12.7464,21.1875
12.7778,21.8906
12.8092,22.0625
12.8406,22.8281
12.8720,22.6615
12.9034,21.8854
12.9348,21.5833
12.9662,21.3229
12.9975,20.8073
13.0289,20.3542
13.0603,20.6302
13.0917,20.7240
13.1231,21.2240
13.1545,21.4115
13.1859,21.8698
13.2173,22.5208
13.2487,23.7083
13.2801,25.2188
13.3115,26.5208
13.3429,27.1042
13.3743,27.9427
13.4057,27.8438
13.4371,27.8698
13.4685,27.9583
13.4999,28.0781
13.5313,26.0677
13.5627,24.9479
13.5941,26.2969
13.6255,28.4271
13.6568,27.0781
13.6882,25.7604
13.7196,26.2865
13.7510,26.1302
13.7824,26.2031
13.8138,27.2031
13.8452,28.4531
13.8766,28.5156
13.9080,27.6615
13.9394,27.0052
13.9708,26.0938
14.0022,25.7812
14.0336,25.2656
14.0650,25.8281
14.0964,26.0677
14.1278,26.7969
14.1592,26.6198
14.1906,26.9479
14.2220,28.4792
14.2534,29.1510
14.2847,27.7500
14.3161,25.7396
14.3475,24.9792
14.3789,25.1875
14.4103,25.8177
14.4417,25.2552
14.4731,23.5938
14.5045,21.9427
14.5359,21.1510
14.5673,22.1823
14.5987,22.4792
14.6301,21.1615
14.6615,19.5312
14.6929,19.3333
14.7243,19.2188
14.7557,18.5938
14.7871,18.0521
14.8185,18.9115
14.8499,19.4948
14.8813,20.3438
14.9126,20.9010
14.9440,21.4531
14.9754,22.0312
15.0068,21.9583
15.0382,21.2344
15.0696,21.1042
15.1010,21.5000
15.1324,21.5312
15.1638,21.4583
15.1952,22.2604
15.2266,23.6667
15.2580,24.7812
15.2894,24.3802
15.3208,22.9010
15.3522,21.5833
15.3836,20.7656
15.4150,20.3646
15.4464,19.3229
15.4778,19.2188
15.5092,20.9844
15.5405,22.6823
15.5719,23.1771
15.6033,22.2396
15.6347,21.6042
15.6661,20.6771
15.6975,19.6510
15.7289,19.3281
15.7603,19.7500
15.7917,19.6719
15.8231,19.6823
15.8545,19.5260
15.8859,19.0260
15.9173,18.3594
15.9487,18.0208
15.9801,17.5208
16.0115,17.1667
16.0429,17.3073
16.0743,17.6042
16.1057,18.1615
16.1371,18.3854
16.1684,18.3698
16.1998,18.0469
16.2312,17.9271
16.2626,18.3333
16.2940,18.0365
16.3254,17.9896
16.3568,17.9844
16.3882,19.6927
16.4196,19.8438
16.4510,19.7865
16.4824,20.0417
16.5138,18.5781
16.5452,17.5729
16.5766,17.2344
16.6080,17.2344
16.6394,17.5677
16.6708,17.6406
16.7022,17.5104
16.7336,17.1875
16.7650,16.6667
16.7964,16.1302
16.8277,15.9896
16.8591,16.4792
16.8905,17.2604
16.9219,17.8542
16.9533,17.8438
16.9847,17.7448
17.0161,17.8906
17.0475,18.2917
17.0789,18.8698
17.1103,18.5156
17.1417,17.8073
17.1731,17.4479
17.2045,17.5677
17.2359,17.7969
17.2673,18.3958
17.2987,19.2188
17.3301,19.2708
17.3615,18.8594
17.3929,19.3438
17.4243,20.1719
17.4556,21.0729
17.4870,21.5990
17.5184,21.7812
17.5498,21.2812
17.5812,21.6771
17.6126,20.9844
17.6440,20.2500
17.6754,19.8750
17.7068,20.3802
17.7382,20.4010
17.7696,19.9115
17.8010,19.4635
17.8324,18.9896
17.8638,19.2448
17.8952,19.6198
17.9266,20.4115
17.9580,20.7240
17.9894,20.0729
18.0208,19.6510
18.0522,19.6719
18.0835,20.1250
18.1149,20.4427
18.1463,21.2396
18.1777,22.0208
18.2091,22.5417
18.2405,22.2500
18.2719,21.7396
18.3033,21.1771
18.3347,21.1510
18.3661,20.8125
18.3975,20.1198
18.4289,20.0885
18.4603,20.7812
18.4917,20.7917
18.5231,21.1406
18.5545,21.9688
18.5859,22.9583
18.6173,23.7344
18.6487,24.2604
18.6801,24.6042
18.7114,25.2708
18.7428,24.7917
18.7742,23.9896
18.8056,23.6042
18.8370,23.7812
18.8684,24.7135
18.8998,24.2552
18.9312,23.4115
18.9626,23.9896
18.9940,24.4635
19.0254,24.3125
19.0568,23.4167
19.0882,23.6302
19.1196,24.8229
19.1510,25.6979
19.1824,26.1406
19.2138,26.1302
19.2452,25.6146
19.2766,25.5208
19.3080,26.0938
19.3393,26.5000
19.3707,27.2760
19.4021,26.5573
19.4335,25.3333
19.4649,25.5365
19.4963,27.3750
19.5277,28.4844
19.5591,27.0677
19.5905,25.7708
19.6219,24.1875
19.6533,23.9167
19.6847,24.6667
19.7161,24.9219
19.7475,25.5312
19.7789,27.2135
19.8103,28.5573
19.8417,28.4427
19.8731,27.4948
19.9045,27.5469
19.9359,28.4062
19.9672,30.1094
19.9986,33.9792
20.0300,36.7656
20.0614,35.5260
20.0928,32.2240
20.1242,28.7188
20.1556,26.6979
20.1870,25.9219
20.2184,25.8385
20.2498,26.5781
20.2812,26.9896
20.3126,26.7240
20.3440,26.9010
20.3754,26.2031
20.4068,26.5000
20.4382,27.1406
20.4696,26.7292
20.5010,24.9375
20.5324,22.7500
20.5638,22.0573
20.5951,22.3333
20.6265,23.3854
20.6579,24.5208
20.6893,24.8594
20.7207,25.4167
20.7521,23.8698
20.7835,21.3229
20.8149,21.4323
20.8463,22.2240
20.8777,22.7448
20.9091,22.9219
20.9405,23.4479
20.9719,24.8385
21.0033,26.9062
21.0347,28.4896
21.0661,28.3385
21.0975,28.8073
21.1289,29.9479
21.1603,30.6510
21.1917,30.0833
21.2231,30.0052
21.2544,29.2656
21.2858,27.3542
21.3172,26.1250
21.3486,27.4740
21.3800,28.1354
21.4114,28.2344
21.4428,27.3542
21.4742,27.3021
21.5056,27.3125
21.5370,26.9219
21.5684,26.0677
21.5998,25.2604
21.6312,23.2812
21.6626,22.5833
21.6940,22.5156
21.7254,22.8698
21.7568,23.0625
21.7882,22.2344
21.8196,21.1667
21.8510,19.9375
21.8823,19.6406
21.9137,20.9635
21.9451,23.0417
21.9765,23.5573
22.0079,23.3542
22.0393,24.4271
22.0707,25.8281
22.1021,26.1667
22.1335,25.5990
22.1649,24.2708
22.1963,22.8021
22.2277,22.0625
22.2591,21.2812
22.2905,22.4792
22.3219,24.4948
22.3533,24.5781
22.3847,23.6562
22.4161,23.4167
22.4475,23.6458
22.4789,23.4896
22.5102,22.3906
22.5416,21.8698
22.5730,21.9167
22.6044,23.2188
22.6358,23.4479
22.6672,23.5104
22.6986,23.9375
22.7300,24.2188
22.7614,23.7917
22.7928,23.5781
22.8242,23.5469
22.8556,22.8021
22.8870,23.2500
22.9184,23.7031
22.9498,21.6875
22.9812,19.5208
23.0126,18.9583
23.0440,18.8854
23.0754,18.5000
23.1068,18.5625
23.1381,18.8854
23.1695,19.5000
23.2009,19.1719
23.2323,18.8073
23.2637,18.4635
23.2951,18.0729
23.3265,17.4219
23.3579,17.6510
23.3893,19.4427
23.4207,20.6198
23.4521,20.1042
23.4835,19.3958
23.5149,19.0208
23.5463,18.9479
23.5777,18.7344
23.6091,19.5312
23.6405,20.2188
23.6719,20.9635
23.7033,20.9479
23.7347,20.9896
23.7661,20.8646
23.7974,21.1979
23.8288,21.6146
23.8602,22.5729
23.8916,22.8698
23.9230,23.2083
23.9544,23.0260
23.9858,22.7292
24.0172,22.4219
24.0486,22.5260
24.0800,22.7812
24.1114,22.0781
24.1428,20.7917
24.1742,20.2396
24.2056,19.4062
24.2370,18.8854
24.2684,19.4792
24.2998,20.5573
24.3312,21.1667
24.3626,21.6146
24.3940,22.4010
24.4253,22.8646
24.4567,22.4635
24.4881,21.6979
24.5195,20.9583
24.5509,20.8021
24.5823,20.5417
24.6137,20.3854
24.6451,19.0052
24.6765,18.6615
24.7079,19.4896
24.7393,19.9115
24.7707,19.3333
24.8021,19.5156
24.8335,20.2656
24.8649,21.2448
24.8963,22.3958
24.9277,23.4427
24.9591,23.9531
24.9905,24.9688
25.0219,25.4479
25.0532,25.4219
25.0846,24.9271
25.1160,24.0833
25.1474,23.9375
25.1788,24.7396
25.2102,25.6562
25.2416,26.2760
25.2730,26.8281
25.3044,28.0729
25.3358,28.6615
25.3672,27.6406
25.3986,26.2812
25.4300,25.9271
25.4614,25.8802
25.4928,25.4583
25.5242,26.1927
25.5556,26.6146
25.5870,25.2604
25.6184,24.9792
25.6498,23.3438
25.6811,21.6042
25.7125,20.8698
25.7439,20.8438
25.7753,20.9427
25.8067,21.5417
25.8381,22.0677
25.8695,22.6510
25.9009,22.2240
25.9323,21.1302
25.9637,20.7240
25.9951,21.7344
26.0265,22.2708
26.0579,22.3281
26.0893,22.8177
26.1207,23.4271
26.1521,22.8958
26.1835,21.7865
26.2149,21.2552
26.2463,21.4375
26.2777,21.8385
26.3090,22.6719
26.3404,22.5365
26.3718,22.7604
26.4032,22.7656
26.4346,22.8073
26.4660,22.9010
26.4974,23.4219
26.5288,23.4688
26.5602,23.7604
26.5916,24.1406
26.6230,24.5938
26.6544,23.4583
26.6858,23.0677
26.7172,23.0312
26.7486,23.2969
26.7800,23.5938
26.8114,23.4531
26.8428,22.6979
26.8742,22.4844
26.9056,22.2188
26.9370,21.7865
26.9683,21.9219
26.9997,23.3958
27.0311,24.6198
27.0625,24.9271
27.0939,24.6458
27.1253,24.6823
27.1567,24.7812
27.1881,24.3750
27.2195,23.5521
27.2509,23.2344
27.2823,22.9896
27.3137,22.6198
27.3451,22.1302
27.3765,22.2500
27.4079,22.3177
27.4393,21.8750
27.4707,21.4635
27.5021,21.9323
27.5335,22.0417
27.5649,22.0729
27.5962,22.1875
27.6276,22.3073
27.6590,22.1719
27.6904,22.2552
27.7218,22.6510
27.7532,23.4010
27.7846,22.1667
27.8160,21.4062
27.8474,20.5990
27.8788,20.3021
27.9102,20.9427
27.9416,21.7760
27.9730,21.6771
28.0044,21.4792
28.0358,20.9219
28.0672,20.0885
28.0986,20.0417
28.1300,20.7812
28.1614,21.2396
28.1928,21.2812
28.2241,21.0833
28.2555,21.5156
28.2869,21.5365
28.3183,21.1562
28.3497,21.3229
28.3811,20.6927
28.4125,20.0573
28.4439,19.3021
28.4753,18.6979
28.5067,18.6823
28.5381,18.8177
28.5695,19.0000
28.6009,19.1458
28.6323,18.8229
28.6637,19.1146
28.6951,19.1250
28.7265,18.7865
28.7579,19.2188
28.7893,20.2135
28.8207,20.4062
28.8520,20.1198
28.8834,20.1719
28.9148,21.0104
28.9462,21.2500
28.9776,20.9427
29.0090,21.2031
29.0404,21.4844
29.0718,21.5833
29.1032,21.5885
29.1346,21.6354
29.1660,21.5573
29.1974,20.9375
29.2288,20.1146
29.2602,20.0260
29.2916,19.5938
29.3230,18.4010
29.3544,17.3177
29.3858,18.6458
29.4172,19.5156
29.4486,18.8490
29.4799,18.3438
29.5113,18.8802
29.5427,19.2396
29.5741,19.3438
29.6055,19.3490
29.6369,19.5938
29.6683,20.1042
29.6997,20.4583
29.7311,20.7188
29.7625,21.3281
29.7939,21.4323
29.8253,21.4271
29.8567,21.3281
29.8881,20.8958
29.9195,20.5000
29.9509,20.6719
29.9823,21.1562
30.0137,21.3333
30.0451,21.6198
30.0765,22.5312
30.1078,23.4271
30.1392,23.8177
30.1706,24.1042
30.2020,26.3229
30.2334,28.2292
30.2648,27.3490
30.2962,24.7865
30.3276,23.1042
30.3590,22.3177
30.3904,21.9375
30.4218,22.3073
30.4532,22.2396
30.4846,22.3177
30.5160,22.5208
30.5474,22.6250
30.5788,22.7135
30.6102,22.2552
30.6416,22.8333
30.6730,23.0365
30.7044,23.4479
30.7358,24.2917
30.7671,25.8490
30.7985,26.0052
30.8299,24.7708
30.8613,23.4271
30.8927,23.8490
30.9241,23.8438
30.9555,22.4844
30.9869,21.4583
31.0183,21.8073
31.0497,22.3906
31.0811,23.6354
31.1125,24.5052
31.1439,25.8750
31.1753,26.2604
31.2067,28.5677
31.2381,28.3125
31.2695,27.4219
31.3009,28.4323
31.3323,28.8229
31.3637,28.4948
31.3950,28.3854
31.4264,28.0990
31.4578,29.3542
31.4892,32.4427
31.5206,33.6823
31.5520,31.7500
31.5834,30.5990
31.6148,30.5104
31.6462,31.0208
31.6776,28.5052
31.7090,26.7656
31.7404,27.4948
31.7718,28.3594
31.8032,28.5365
31.8346,29.1719
31.8660,29.0938
31.8974,29.2812
31.9288,28.6146
31.9602,28.1927
31.9916,27.7031
32.0229,28.1042
32.0543,28.9219
32.0857,29.2812
32.1171,28.9635
32.1485,29.5208
32.1799,30.3750
32.2113,31.7500
32.2427,32.3802
32.2741,32.1823
32.3055,31.5365
32.3369,31.4740
32.3683,31.5312
32.3997,32.0365
32.4311,32.0417
32.4625,32.0938
32.4939,31.3958
32.5253,29.7812
32.5567,27.3802
32.5881,25.1875
32.6195,24.2031
32.6508,24.9323
32.6822,26.0156
32.7136,26.9271
32.7450,27.6562
32.7764,28.2500
32.8078,27.5625
32.8392,27.1719
32.8706,27.0104
32.9020,26.9375
32.9334,26.6875
32.9648,27.2396
32.9962,27.6510
33.0276,27.9635
33.0590,27.9844
33.0904,28.0260
33.1218,27.6354
33.1532,27.8021
33.1846,28.4010
33.2160,29.2448
33.2474,29.2604
33.2787,29.4010
33.3101,28.8385
33.3415,27.8958
33.3729,27.3125
33.4043,27.5156
33.4357,28.3333
33.4671,26.3646
33.4985,24.9479
33.5299,26.2500
33.5613,27.5052
33.5927,27.7917
33.6241,27.6927
33.6555,27.7344
33.6869,26.3698
33.7183,25.7865
33.7497,26.3333
33.7811,27.6615
33.8125,28.7240
33.8439,29.4688
33.8753,29.2969
33.9067,28.8646
33.9380,28.1927
33.9694,27.6667
34.0008,27.3438
34.0322,27.5938
34.0636,28.1406
34.0950,28.2396
34.1264,27.7031
34.1578,26.8229
34.1892,26.9062
34.2206,25.8854
34.2520,24.1719
34.2834,23.6562
34.3148,24.0104
34.3462,24.8073
34.3776,25.2083
34.4090,25.1771
34.4404,24.7708
34.4718,25.1771
34.5032,24.8177
34.5345,24.2188
34.5659,23.8073
34.5973,22.9427
34.6287,22.0208
34.6601,20.9635
34.6915,19.9635
34.7229,20.2188
34.7543,21.3177
34.7857,21.8646
34.8171,22.0208
34.8485,22.1979
34.8799,22.0521
34.9113,21.4740
34.9427,21.1042
34.9741,20.7969
35.0055,20.1510
35.0369,19.4844
35.0683,19.2500
35.0997,19.1719
35.1311,18.4427
35.1625,18.3646
35.1938,18.8698
35.2252,19.5469
35.2566,20.3333
35.2880,21.5781
35.3194,22.4427
35.3508,22.6302
35.3822,22.4219
35.4136,23.7760
35.4450,25.3385
35.4764,25.9062
35.5078,25.7031
35.5392,25.2552
35.5706,24.7031
35.6020,25.4948
35.6334,26.5417
35.6648,25.7031
35.6962,24.0417
35.7276,22.9948
35.7590,22.8958
35.7904,23.1302
35.8217,23.1667
35.8531,22.6875
35.8845,21.8542
35.9159,21.1198
35.9473,20.2448
35.9787,20.3958
36.0101,21.3177
36.0415,23.2760
36.0729,26.6250
36.1043,28.9010
36.1357,28.6562
36.1671,28.3750
36.1985,26.8802
36.2299,26.0417
36.2613,26.4531
36.2927,26.1354
36.3241,25.5729
36.3555,25.5938
36.3869,24.7917
36.4183,23.6667
36.4496,22.9740
36.4810,23.2396
36.5124,23.4740
36.5438,22.9115
36.5752,22.6771
36.6066,23.0260
36.6380,22.8802
36.6694,22.4688
36.7008,22.5781
36.7322,22.6823
36.7636,22.6094
36.7950,22.7812
36.8264,22.7917
36.8578,22.5521
36.8892,22.1250
36.9206,22.0052
36.9520,21.9167
36.9834,22.1667
37.0148,22.4271
37.0462,22.6458
37.0775,23.0625
37.1089,24.8333
37.1403,26.7083
37.1717,28.8698
37.2031,29.7344
37.2345,30.7969
37.2659,31.7500
37.2973,32.6458
37.3287,32.3594
37.3601,30.9010
37.3915,29.6771
37.4229,29.4896
37.4543,30.1719
37.4857,30.8802
37.5171,30.8073
37.5485,30.8438
37.5799,30.6510
37.6113,30.6823
37.6427,31.7083
37.6741,31.1875
37.7055,29.3490
37.7368,27.5781
37.7682,26.5625
37.7996,25.6667
37.8310,26.3958
37.8624,27.7917
37.8938,27.3177
37.9252,27.8021
37.9566,26.8021
37.9880,26.1510
38.0194,25.3958
38.0508,24.8906
38.0822,24.3021
38.1136,24.0365
38.1450,24.7708
38.1764,24.5000
38.2078,23.0417
38.2392,22.2083
38.2706,21.8646
38.3020,21.7969
38.3334,21.8750
38.3647,22.5104
38.3961,22.8333
38.4275,23.3229
38.4589,22.9635
38.4903,23.2396
38.5217,23.0260
38.5531,22.7292
38.5845,22.5729
38.6159,22.4427
38.6473,21.7083
38.6787,21.3958
38.7101,21.3646
38.7415,21.4010
38.7729,21.4427
38.8043,21.8958
38.8357,22.4375
38.8671,23.5365
38.8985,24.0417
38.9299,24.0729
38.9613,22.9688
38.9926,22.3125
39.0240,22.3490
39.0554,22.7135
39.0868,23.2344
39.1182,23.7396
39.1496,23.8333
39.1810,23.2344
39.2124,23.0990
39.2438,23.1510
39.2752,22.7448
39.3066,22.3906
39.3380,22.5885
