X,Y
39.3694,23.8177
39.4008,24.7760
39.4322,23.4427
39.4636,21.8646
39.4950,20.9323
39.5264,20.6302
39.5578,20.2188
39.5892,19.9531
39.6205,20.1562
39.6519,19.9948
39.6833,19.6146
39.7147,18.8698
39.7461,18.5729
39.7775,18.4688
39.8089,18.5365
39.8403,19.0521
39.8717,19.9427
39.9031,20.3438
39.9345,20.9635
39.9659,20.5833
39.9973,20.2240
40.0287,20.4792
40.0601,21.5104
40.0915,21.9948
40.1229,21.1042
40.1543,19.9479
40.1857,20.5521
40.2171,20.5781
40.2485,20.9375
40.2798,20.5156
40.3112,19.5625
40.3426,18.9115
40.3740,18.9375
40.4054,19.0000
40.4368,19.3229
40.4682,19.6250
40.4996,20.5781
40.5310,21.9948
40.5624,23.6198
40.5938,24.0521
40.6252,23.1771
40.6566,22.1719
40.6880,21.4219
40.7194,21.3438
40.7508,21.0052
40.7822,20.5729
40.8136,21.0104
40.8450,21.1510
40.8764,21.3490
40.9077,22.4271
40.9391,23.1042
40.9705,23.9219
41.0019,23.5573
41.0333,22.7604
41.0647,22.7448
41.0961,22.0208
41.1275,21.7969
41.1589,22.2917
41.1903,22.7344
41.2217,22.8958
41.2531,23.6250
41.2845,23.8333
41.3159,24.5990
41.3473,25.7969
41.3787,26.4375
41.4101,26.7552
41.4415,25.8958
41.4729,25.0729
41.5043,24.8438
41.5356,25.0260
41.5670,25.2760
41.5984,25.4479
41.6298,25.1771
41.6612,24.0312
41.6926,22.9167
41.7240,23.0365
41.7554,23.2500
41.7868,23.5833
41.8182,24.1094
41.8496,24.8438
41.8810,25.3646
41.9124,25.1615
41.9438,25.0677
41.9752,25.2031
42.0066,25.8958
42.0380,26.3646
42.0694,26.7917
42.1008,26.9271
42.1322,27.2656
42.1635,26.9167
42.1949,26.1562
42.2263,24.7708
42.2577,23.9688
42.2891,23.7135
42.3205,24.0781
42.3519,24.9271
42.3833,25.7083
42.4147,25.4167
42.4461,26.0781
42.4775,26.5521
42.5089,27.0573
42.5403,26.5938
42.5717,25.1302
42.6031,25.0417
42.6345,26.6458
42.6659,27.0729
42.6973,27.5312
42.7287,28.7240
42.7601,30.6719
42.7914,33.0417
42.8228,34.3958
42.8542,35.4688
42.8856,36.6927
42.9170,35.9271
42.9484,37.2031
42.9798,37.6823
43.0112,36.3854
43.0426,34.2552
43.0740,32.5052
43.1054,30.5521
43.1368,29.0104
43.1682,27.8281
43.1996,27.2708
43.2310,27.2500
43.2624,27.4948
43.2938,27.7760
43.3252,28.1823
43.3566,27.9948
43.3880,27.3958
43.4193,26.8333
43.4507,27.5573
43.4821,29.1771
43.5135,30.1615
43.5449,29.4271
43.5763,27.4115
43.6077,26.4635
43.6391,25.5000
43.6705,24.6302
43.7019,24.3490
43.7333,24.1198
43.7647,23.6094
43.7961,22.8906
43.8275,23.1979
43.8589,23.5990
43.8903,23.9635
43.9217,24.0417
43.9531,24.5208
43.9845,24.9062
44.0159,25.2760
44.0472,25.8542
44.0786,26.3177
44.1100,25.8958
44.1414,25.6875
44.1728,26.1198
44.2042,26.5208
44.2356,27.3073
44.2670,27.3802
44.2984,27.1354
44.3298,27.0833
44.3612,27.4271
44.3926,28.1615
44.4240,28.2135
44.4554,27.9688
44.4868,27.9062
44.5182,27.4896
44.5496,27.5208
44.5810,28.3333
44.6124,28.8750
44.6438,29.0781
44.6752,29.3906
44.7065,29.4583
44.7379,28.9010
44.7693,29.8125
44.8007,31.3125
44.8321,32.0104
44.8635,30.2031
44.8949,29.2396
44.9263,30.7240
44.9577,32.2969
44.9891,32.4583
45.0205,31.3646
45.0519,29.3594
45.0833,28.0000
45.1147,27.5677
45.1461,27.4583
45.1775,27.3594
45.2089,27.9062
45.2403,28.1458
45.2717,28.3229
45.3031,27.5104
45.3344,26.2188
45.3658,25.1146
45.3972,24.7292
45.4286,24.3177
45.4600,23.7656
45.4914,22.9219
45.5228,22.4896
45.5542,22.6042
45.5856,22.9323
45.6170,23.2188
45.6484,23.3854
45.6798,23.0677
45.7112,23.1198
45.7426,22.9375
45.7740,23.1510
45.8054,23.7969
45.8368,24.4219
45.8682,24.6458
45.8996,24.2812
45.9310,23.4167
45.9623,22.7188
45.9937,22.8125
46.0251,23.4427
46.0565,24.0260
46.0879,23.9583
46.1193,23.6510
46.1507,23.3177
46.1821,22.9427
46.2135,23.6875
46.2449,25.7240
46.2763,26.7552
46.3077,26.1927
46.3391,25.7812
46.3705,25.5938
46.4019,24.9271
46.4333,24.0521
46.4647,23.8854
46.4961,23.1302
46.5275,23.1146
46.5589,23.4479
46.5902,23.9115
46.6216,23.8385
46.6530,23.8958
46.6844,24.7760
46.7158,25.9010
46.7472,25.8229
46.7786,25.7031
46.8100,26.6719
46.8414,27.6823
46.8728,27.2292
46.9042,26.9740
46.9356,26.9688
46.9670,26.7344
46.9984,25.6042
47.0298,24.7760
47.0612,24.8125
47.0926,25.0052
47.1240,24.6562
47.1554,24.9427
47.1868,25.6562
47.2182,26.3073
47.2495,26.3021
47.2809,27.2292
47.3123,26.9635
47.3437,25.9271
47.3751,25.7031
47.4065,26.4115
47.4379,27.0729
47.4693,27.7135
47.5007,27.3854
47.5321,27.4062
47.5635,27.4115
47.5949,26.9479
47.6263,26.2656
47.6577,26.9896
47.6891,28.5104
47.7205,29.3698
47.7519,29.5781
47.7833,29.7031
47.8147,28.6146
47.8461,26.5990
47.8774,25.8594
47.9088,26.3802
47.9402,27.3073
47.9716,26.8750
48.0030,26.4323
48.0344,26.4010
48.0658,26.5625
48.0972,27.4792
48.1286,28.2812
48.1600,28.4740
48.1914,28.7917
48.2228,28.5938
48.2542,27.3594
48.2856,26.9792
48.3170,26.6042
48.3484,26.8281
48.3798,27.1094
48.4112,27.1302
48.4426,28.1562
48.4740,29.0208
48.5053,29.5000
48.5367,30.0469
48.5681,29.9115
48.5995,29.7448
48.6309,30.0208
48.6623,30.1198
48.6937,29.6146
48.7251,29.8646
48.7565,30.5000
48.7879,30.0208
48.8193,29.4531
48.8507,29.9271
48.8821,30.2708
48.9135,30.3542
48.9449,29.7188
48.9763,29.1719
49.0077,28.3490
49.0391,28.2031
49.0705,28.4062
49.1019,28.3802
49.1332,28.2812
49.1646,28.4323
49.1960,28.1198
49.2274,28.1458
49.2588,27.7865
49.2902,27.3958
49.3216,26.9479
49.3530,27.8594
49.3844,29.4948
49.4158,29.7396
49.4472,28.3906
49.4786,28.1562
49.5100,28.8698
49.5414,30.2135
49.5728,30.9583
49.6042,31.2188
49.6356,30.2500
49.6670,30.1979
49.6984,31.9635
49.7298,32.2969
49.7612,31.8594
49.7925,31.9844
49.8239,33.2812
49.8553,34.1615
49.8867,32.5573
49.9181,30.7656
49.9495,29.9583
49.9809,30.1667
50.0123,30.8438
50.0437,31.5312
50.0751,30.8438
50.1065,30.0208
50.1379,28.5469
50.1693,29.9792
50.2007,30.1198
50.2321,29.0521
50.2635,28.6042
50.2949,28.1667
50.3263,27.5729
50.3577,27.0312
50.3890,26.2812
50.4204,26.0156
50.4518,26.0104
50.4832,25.9010
50.5146,26.5104
50.5460,26.8542
50.5774,27.2865
50.6088,27.5573
50.6402,26.8229
50.6716,26.0417
50.7030,25.5833
50.7344,24.6250
50.7658,24.0938
50.7972,23.4427
50.8286,23.7500
50.8600,24.3958
50.8914,24.0365
50.9228,22.9062
50.9542,21.2292
50.9856,20.5521
51.0170,18.8646
51.0483,18.4635
51.0797,19.1146
51.1111,20.0417
51.1425,21.5885
51.1739,23.0625
51.2053,22.8802
51.2367,21.9375
51.2681,21.2604
51.2995,20.6198
51.3309,20.6406
51.3623,21.0781
51.3937,20.6927
51.4251,20.1302
51.4565,19.7292
51.4879,19.8385
51.5193,20.0729
51.5507,20.5052
51.5821,20.7344
51.6135,21.6927
51.6449,22.1458
51.6762,21.3854
51.7076,20.8073
51.7390,20.6250
51.7704,20.5573
51.8018,21.4271
51.8332,21.8125
51.8646,21.6771
51.8960,20.9740
51.9274,20.3646
51.9588,20.4688
51.9902,21.4740
52.0216,22.4167
52.0530,23.1198
52.0844,23.2135
52.1158,23.2969
52.1472,23.2604
52.1786,23.3438
52.2100,23.4115
52.2414,24.4792
52.2728,25.2344
52.3041,25.7083
52.3355,25.9688
52.3669,26.4062
52.3983,26.4948
52.4297,26.1927
52.4611,25.0000
52.4925,24.6510
52.5239,24.6250
52.5553,24.1719
52.5867,23.2135
52.6181,23.0260
52.6495,23.0833
52.6809,22.7708
52.7123,21.8854
52.7437,21.4010
52.7751,21.4896
52.8065,21.6771
52.8379,21.7344
52.8693,21.5885
52.9007,21.2344
52.9320,21.0208
52.9634,20.9115
52.9948,20.5573
53.0262,20.6042
53.0576,20.2083
53.0890,19.4271
53.1204,18.9688
53.1518,18.5469
53.1832,18.5052
53.2146,18.5000
53.2460,17.5781
53.2774,16.9167
53.3088,16.7083
53.3402,17.1354
53.3716,17.2969
53.4030,17.1719
53.4344,17.0156
53.4658,16.9167
53.4972,17.6302
53.5286,18.8073
53.5599,20.7812
53.5913,22.3385
53.6227,22.9271
53.6541,22.9479
53.6855,22.1302
53.7169,20.9219
53.7483,20.3021
53.7797,20.5156
53.8111,20.7240
53.8425,21.1510
53.8739,21.4688
53.9053,21.6146
53.9367,22.1875
53.9681,22.1146
53.9995,22.7812
54.0309,22.8958
54.0623,21.4271
54.0937,21.5729
54.1251,21.4271
54.1565,19.8594
54.1879,19.4271
54.2192,19.2604
54.2506,19.2448
54.2820,18.7812
54.3134,18.3802
54.3448,18.3385
54.3762,18.6875
54.4076,18.9531
54.4390,19.4219
54.4704,19.7448
54.5018,19.2917
54.5332,18.8698
54.5646,18.4583
54.5960,18.8229
54.6274,19.9062
54.6588,21.0208
54.6902,21.7344
54.7216,22.0156
54.7530,23.0365
54.7844,24.3490
54.8158,24.5729
54.8471,23.9948
54.8785,23.5365
54.9099,23.0260
54.9413,22.8802
54.9727,23.6094
55.0041,24.5573
55.0355,25.4375
55.0669,26.1042
55.0983,25.6823
55.1297,25.2812
55.1611,24.0312
55.1925,21.8750
55.2239,20.7344
55.2553,21.1562
55.2867,20.7604
55.3181,18.8229
55.3495,18.6979
55.3809,20.4844
55.4123,20.9062
55.4437,21.2500
55.4750,22.2552
55.5064,22.0521
55.5378,21.8698
55.5692,23.0052
55.6006,23.4792
55.6320,25.0885
55.6634,27.0625
55.6948,26.7083
55.7262,25.4271
55.7576,25.2708
55.7890,26.6302
55.8204,26.5729
55.8518,25.6771
55.8832,27.7656
55.9146,29.6146
55.9460,29.1823
55.9774,27.4688
56.0088,28.4479
56.0402,29.3281
56.0716,29.8542
56.1029,30.5052
56.1343,31.2604
56.1657,31.6042
56.1971,31.5312
56.2285,30.4844
56.2599,29.8125
56.2913,28.1771
56.3227,27.5729
56.3541,27.0990
56.3855,26.9635
56.4169,27.2344
56.4483,27.4062
56.4797,27.2240
56.5111,26.0469
56.5425,25.2760
56.5739,25.2917
56.6053,26.1146
56.6367,26.4115
56.6681,25.9844
56.6995,26.3958
56.7309,26.4531
56.7622,26.1562
56.7936,25.0469
56.8250,24.5260
56.8564,24.8698
56.8878,25.2344
56.9192,25.3385
56.9506,25.2448
56.9820,25.1198
57.0134,25.2552
57.0448,25.1094
57.0762,25.0729
57.1076,22.9531
57.1390,21.2865
57.1704,21.9427
57.2018,22.8646
57.2332,22.8125
57.2646,22.0469
57.2960,21.9219
57.3274,22.0312
57.3587,22.0781
57.3901,22.7760
57.4215,23.2552
57.4529,22.7500
57.4843,21.5417
57.5157,21.6458
57.5471,22.5573
57.5785,23.7604
57.6099,24.4896
57.6413,24.3385
57.6727,24.6250
57.7041,23.9323
57.7355,21.3750
57.7669,20.4688
57.7983,20.9688
57.8297,21.6875
57.8611,22.3385
57.8925,22.6198
57.9239,21.8698
57.9553,21.5938
57.9867,21.6875
58.0180,22.2917
58.0494,22.5260
58.0808,22.6458
58.1122,22.3281
58.1436,21.6302
58.1750,21.8125
58.2064,22.7708
58.2378,22.6927
58.2692,21.9844
58.3006,20.4583
58.3320,19.1615
58.3634,18.7240
58.3948,19.5365
58.4262,20.3906
58.4576,20.7135
58.4890,21.1458
58.5204,20.7812
58.5518,21.3490
58.5832,21.9896
58.6146,21.4219
58.6459,21.3281
58.6773,20.7344
58.7087,19.2812
58.7401,19.5208
58.7715,20.7396
58.8029,21.0052
58.8343,21.2865
58.8657,21.4323
58.8971,21.8698
58.9285,22.2292
58.9599,22.1615
58.9913,21.7552
59.0227,21.2865
59.0541,21.7031
59.0855,21.8698
59.1169,21.4427
59.1483,22.2188
59.1797,23.0365
59.2111,23.0208
59.2425,22.2708
59.2738,21.4219
59.3052,22.4531
59.3366,23.5990
59.3680,24.2292
59.3994,25.3750
59.4308,25.0104
59.4622,23.2708
59.4936,22.4323
59.5250,23.2552
59.5564,23.5729
59.5878,24.7500
59.6192,25.1146
59.6506,25.2812
59.6820,25.1094
59.7134,24.9948
59.7448,24.2917
59.7762,23.9010
59.8076,23.9531
59.8390,24.4688
59.8704,24.4688
59.9017,23.7396
59.9331,22.4896
59.9645,21.5781
59.9959,20.8073
60.0273,21.3229
60.0587,23.4635
60.0901,24.5000
60.1215,24.2135
60.1529,24.1354
60.1843,23.6250
60.2157,23.1875
60.2471,23.3281
60.2785,23.8073
60.3099,24.3021
60.3413,25.0677
60.3727,25.6615
60.4041,25.7240
60.4355,24.4219
60.4669,23.7604
60.4983,24.0781
60.5297,23.8594
60.5610,22.7396
60.5924,22.3125
60.6238,22.7552
60.6552,23.6615
60.6866,23.8177
60.7180,24.1354
60.7494,24.4375
60.7808,24.5208
60.8122,23.9427
60.8436,23.4896
60.8750,23.0417
60.9064,22.5156
60.9378,21.9792
60.9692,21.4062
61.0006,20.7917
61.0320,20.6146
61.0634,21.9427
61.0948,23.1094
61.1262,23.4583
61.1576,23.5729
61.1889,23.4531
61.2203,23.5469
61.2517,23.4635
61.2831,23.7500
61.3145,24.4427
61.3459,25.4375
61.3773,25.2552
61.4087,24.5104
61.4401,23.4479
61.4715,22.8958
61.5029,23.6771
61.5343,24.7344
61.5657,25.0312
61.5971,25.7865
61.6285,26.9167
61.6599,27.9844
61.6913,27.0625
61.7227,25.4740
61.7541,24.8333
61.7854,25.5312
61.8168,25.4688
61.8482,25.0729
61.8796,24.4479
61.9110,25.0781
61.9424,25.8958
61.9738,25.1094
62.0052,23.6094
62.0366,23.2708
62.0680,23.4531
62.0994,23.4323
62.1308,23.4792
62.1622,24.2656
62.1936,24.4896
62.2250,24.6146
62.2564,24.9948
62.2878,24.9167
62.3192,25.3646
62.3506,24.8021
62.3820,24.2031
62.4134,24.0833
62.4447,24.5208
62.4761,24.6302
62.5075,23.7292
62.5389,22.3021
62.5703,21.6042
62.6017,22.5208
62.6331,23.7552
62.6645,24.6458
62.6959,24.3594
62.7273,23.5208
62.7587,23.1719
62.7901,24.2396
62.8215,24.9167
62.8529,26.6302
62.8843,28.3906
62.9157,27.7083
62.9471,27.4948
62.9785,28.8698
63.0099,28.2865
63.0413,27.3385
63.0726,25.8906
63.1040,25.9271
63.1354,25.7396
63.1668,25.5260
63.1982,25.2188
63.2296,26.0104
63.2610,25.8385
63.2924,25.9427
63.3238,26.0104
63.3552,25.9531
63.3866,25.4427
63.4180,24.0625
63.4494,23.7448
63.4808,25.0729
63.5122,25.5833
63.5436,25.8958
63.5750,25.5938
63.6064,25.8385
63.6378,25.6875
63.6692,25.3646
63.7006,25.4844
63.7319,25.2031
63.7633,24.0052
63.7947,23.2500
63.8261,22.5990
63.8575,22.4479
63.8889,22.2812
63.9203,22.7604
63.9517,23.6667
63.9831,24.4375
64.0145,25.2135
64.0459,25.5990
64.0773,26.0104
64.1087,26.1354
64.1401,25.9792
64.1715,26.1458
64.2029,26.0833
64.2343,26.7083
64.2657,27.6458
64.2971,27.2604
64.3285,25.4635
64.3598,24.8281
64.3912,24.6510
64.4226,23.9375
64.4540,23.4635
64.4854,23.4583
64.5168,23.1771
64.5482,22.6719
64.5796,22.0938
64.6110,22.2240
64.6424,22.5729
64.6738,23.2604
64.7052,24.4896
64.7366,25.4792
64.7680,25.1979
64.7994,25.4271
64.8308,25.2812
64.8622,24.2812
64.8936,23.5469
64.9250,23.5729
64.9564,22.8333
64.9877,21.9062
65.0191,22.0521
65.0505,22.1667
65.0819,22.1146
65.1133,21.1927
65.1447,21.8177
65.1761,22.5156
65.2075,22.7760
65.2389,24.0677
65.2703,23.8542
65.3017,23.1354
65.3331,21.6094
65.3645,20.5208
65.3959,19.5677
65.4273,19.4896
65.4587,19.2969
65.4901,18.3438
65.5215,18.4062
65.5529,18.5990
65.5843,19.3385
65.6156,19.7812
65.6470,19.5000
65.6784,19.2500
65.7098,19.2760
65.7412,19.6823
65.7726,20.2240
65.8040,20.5417
65.8354,21.0260
65.8668,21.2760
65.8982,21.1354
65.9296,22.4427
65.9610,24.5104
65.9924,25.0938
66.0238,25.1719
66.0552,24.5625
66.0866,23.8229
66.1180,23.2292
66.1494,23.0781
66.1808,23.1667
66.2122,21.9740
66.2435,21.0156
66.2749,20.8750
66.3063,21.8385
66.3377,22.7552
66.3691,22.2812
66.4005,22.0365
66.4319,22.3177
66.4633,21.8906
66.4947,21.5833
66.5261,21.4479
66.5575,21.0365
66.5889,19.9844
66.6203,19.6458
66.6517,19.6979
66.6831,19.6250
66.7145,19.8177
66.7459,20.7448
66.7773,21.0781
66.8087,21.5938
66.8401,21.6354
66.8715,21.3281
66.9028,20.7083
66.9342,21.0417
66.9656,21.8750
66.9970,22.5260
67.0284,22.4792
67.0598,22.1042
67.0912,20.9010
67.1226,22.5938
67.1540,24.6198
67.1854,23.9167
67.2168,23.0417
67.2482,23.0729
67.2796,23.6354
67.3110,22.8854
67.3424,22.4010
67.3738,21.8490
67.4052,21.4010
67.4366,21.9219
67.4680,21.8229
67.4994,21.0365
67.5307,20.9062
67.5621,20.3594
67.5935,20.2917
67.6249,20.8333
67.6563,21.5365
67.6877,21.9896
67.7191,22.6042
67.7505,23.7917
67.7819,24.6979
67.8133,25.1927
67.8447,24.7917
67.8761,24.0833
67.9075,23.1562
67.9389,22.1094
67.9703,20.7604
68.0017,20.2135
68.0331,20.4219
68.0645,20.2656
68.0959,20.7656
68.1273,21.0365
68.1586,21.5365
68.1900,21.7240
68.2214,21.9062
68.2528,22.1771
68.2842,21.5833
68.3156,21.6250
68.3470,21.1198
68.3784,21.4115
68.4098,22.1510
68.4412,22.9948
68.4726,23.0990
68.5040,22.3958
68.5354,21.1719
68.5668,20.5417
68.5982,19.8125
68.6296,20.1823
68.6610,21.4115
68.6924,22.4531
68.7238,22.3854
68.7551,22.1875
68.7865,21.7865
68.8179,22.6719
68.8493,23.1302
68.8807,23.1146
68.9121,22.7917
68.9435,22.3750
68.9749,21.4167
69.0063,20.7083
69.0377,20.6667
69.0691,20.5625
69.1005,20.8177
69.1319,21.1302
69.1633,21.2708
69.1947,21.2604
69.2261,20.8750
69.2575,21.0885
69.2889,21.8906
69.3203,23.0573
69.3517,24.5260
69.3831,25.4635
69.4145,24.6354
69.4458,23.9375
69.4772,23.6354
69.5086,23.7188
69.5400,23.4323
69.5714,23.7135
69.6028,23.8854
69.6342,23.9479
69.6656,24.0000
69.6970,24.5469
69.7284,24.8438
69.7598,24.6302
69.7912,24.4948
69.8226,24.4740
69.8540,24.1771
69.8854,24.1146
69.9168,24.2344
69.9482,24.7135
69.9796,26.0104
70.0110,26.5781
70.0424,25.7812
70.0737,25.6615
70.1051,25.5625
70.1365,25.2760
70.1679,25.3073
70.1993,25.7604
70.2307,25.2448
70.2621,24.4010
70.2935,24.0885
70.3249,23.9740
70.3563,24.6302
70.3877,24.2865
70.4191,24.0208
70.4505,24.6198
70.4819,24.7760
70.5133,24.2083
70.5447,23.8958
70.5761,24.6823
70.6075,25.5781
70.6389,25.9271
70.6702,25.0938
70.7016,24.4844
70.7330,23.8802
70.7644,23.8385
70.7958,24.2812
70.8272,25.0938
70.8586,25.4792
70.8900,25.4167
70.9214,24.6823
70.9528,24.6458
70.9842,24.3750
71.0156,25.1771
71.0470,26.4219
71.0784,26.4167
71.1098,25.5885
71.1412,25.2344
71.1726,25.2500
71.2040,24.9010
71.2354,24.7240
71.2668,25.9427
71.2981,26.3333
71.3295,26.0990
71.3609,25.4062
71.3923,24.8906
71.4237,25.0625
71.4551,25.5312
71.4865,25.1094
71.5179,24.7917
71.5493,25.0990
71.5807,25.0156
71.6121,25.1146
71.6435,25.0417
71.6749,24.7969
71.7063,25.6562
71.7377,26.6719
71.7691,27.0938
71.8005,26.7396
71.8319,26.6198
71.8633,27.3750
71.8947,27.8177
71.9260,26.9844
71.9574,26.2135
71.9888,26.2604
72.0202,26.7188
72.0516,26.5312
72.0830,26.0885
72.1144,26.5365
72.1458,26.9583
72.1772,27.2031
72.2086,27.2344
72.2400,26.8073
72.2714,27.1615
72.3028,28.6406
72.3342,28.1198
72.3656,26.7812
72.3970,26.4375
72.4284,26.8594
72.4598,26.5573
72.4912,25.0365
72.5226,23.2396
72.5540,22.0573
72.5854,22.0885
72.6167,22.6562
72.6481,23.6354
72.6795,25.1562
72.7109,26.6354
72.7423,26.6719
72.7737,27.0469
72.8051,28.1094
72.8365,28.2969
72.8679,27.7500
72.8993,27.6979
72.9307,27.8802
72.9621,28.0729
72.9935,27.7396
73.0249,27.4688
73.0563,27.0885
73.0877,26.1823
73.1191,26.3021
73.1505,27.1458
73.1819,27.6198
73.2132,27.1198
73.2446,27.0469
73.2760,26.8802
73.3074,26.0469
73.3388,25.9635
73.3702,25.4479
73.4016,26.7656
73.4330,27.9115
73.4644,27.7240
73.4958,26.9896
73.5272,26.6823
73.5586,26.8958
73.5900,26.8958
73.6214,26.7656
73.6528,27.5156
73.6842,27.9427
73.7156,28.4583
73.7470,28.9375
73.7784,29.4688
73.8098,29.0781
73.8411,28.6250
73.8725,27.6823
73.9039,27.9740
73.9353,28.0677
73.9667,27.9271
73.9981,27.6510
74.0295,27.9010
74.0609,28.1719
74.0923,27.8594
74.1237,27.2188
74.1551,28.0521
74.1865,28.2188
74.2179,28.0521
74.2493,27.7292
74.2807,26.7604
74.3121,26.3281
74.3435,27.0417
74.3749,26.7552
74.4063,26.3542
74.4377,26.4010
74.4690,27.1615
74.5004,27.9115
74.5318,28.2656
74.5632,28.1146
74.5946,26.2708
74.6260,25.9583
74.6574,26.2500
74.6888,26.3906
74.7202,26.1823
74.7516,26.3385
74.7830,27.0000
74.8144,27.0781
74.8458,27.2448
74.8772,26.9531
74.9086,26.5469
74.9400,26.2865
74.9714,26.9792
75.0028,27.5312
75.0342,27.3021
75.0656,27.7240
75.0970,28.0208
75.1283,28.2500
75.1597,28.3750
75.1911,28.3594
75.2225,28.0000
75.2539,26.7500
75.2853,25.2917
75.3167,24.3438
75.3481,24.0625
75.3795,25.3594
75.4109,26.3854
75.4423,26.7188
75.4737,27.3125
75.5051,27.5156
75.5365,27.4271
75.5679,27.0156
75.5993,26.7604
75.6307,26.7188
75.6621,27.2865
75.6935,29.9844
75.7249,32.2917
75.7562,32.0104
75.7876,32.0208
75.8190,31.6458
75.8504,31.9531
75.8818,30.1250
75.9132,29.1302
75.9446,29.0573
75.9760,30.9115
76.0074,31.8594
76.0388,32.3125
76.0702,34.1510
76.1016,35.5417
76.1330,33.6875
76.1644,32.5260
76.1958,32.8542
76.2272,33.8385
76.2586,34.2344
76.2900,31.7708
76.3214,32.2031
76.3528,34.1302
76.3841,34.3177
76.4155,32.8021
76.4469,32.8906
76.4783,33.1094
76.5097,33.7552
76.5411,34.9323
76.5725,34.7292
76.6039,34.7292
76.6353,37.3854
76.6667,37.2135
76.6981,35.9062
76.7295,35.8021
76.7609,34.8802
76.7923,33.7135
76.8237,36.0208
76.8551,39.2812
76.8865,40.0938
76.9179,36.6562
76.9493,33.7135
76.9807,32.6979
77.0120,31.2031
77.0434,29.5156
77.0748,32.0521
77.1062,35.2500
77.1376,35.9740
77.1690,35.1823
77.2004,34.5885
77.2318,33.7135
77.2632,33.5156
77.2946,33.3438
77.3260,33.2344
77.3574,32.8229
77.3888,29.6198
77.4202,26.3542
77.4516,27.9219
77.4830,31.6406
77.5144,31.5365
77.5458,30.0729
77.5772,30.2292
77.6086,31.1250
77.6400,30.8125
77.6713,30.7969
77.7027,29.9948
77.7341,29.4323
77.7655,28.5521
77.7969,27.7240
77.8283,28.3021
77.8597,31.0677
77.8911,32.5365
77.9225,32.5781
77.9539,30.7031
77.9853,30.5156
78.0167,32.5885
78.0481,29.8646
78.0795,29.2031
